Name,Category,Latitude,Longitude,Price,Rating,Zipcode,Total,Median income (dollars),Mean income (dollars)
Chiko,Szechuan,40.7319,-73.95422,,4.5,0,,,
1803 Nyc,Cajun/Creole,40.715498,-74.007178,$$,4.0,10007,"2,940","250,000+","409,624"
KJUN,Korean,40.74897,-73.97633,,4.5,0,,,
Au Cheval,Burgers,40.7183878,-74.0015522,$$$,4.5,10013,"12,294","130,675","294,915"
Emily - West Village,Pizza,40.72937501564908,-74.00386306706551,$$,4.0,10014,"17,139","136,154","217,624"
Hometown Bar-B-Que,Barbeque,40.67486,-74.01602,$$,4.0,11231,"15,871","108,525","169,055"
Kora,Filipino,40.751208638548974,-73.95004514604808,,4.5,0,,,
Carmine's Italian Restaurant - Times Square,Italian,40.75749848725768,-73.98665333142026,$$,4.0,10036,"17,437","97,720","139,050"
Pollo D' Oro,Peruvian,40.69506,-73.98339,$$,4.0,11201,"29,262","139,697","198,854"
Gramercy Tavern,American (New),40.73844,-73.98825,$$$$,4.5,10003,"25,158","129,981","211,756"
Tailfeather,Wine Bars,40.69415,-73.96089,$$,4.5,11205,"16,779","62,952","104,376"
Industry Kitchen,American (Traditional),40.7049434740873,-74.0048825740814,$$,3.5,10005,"4,649","184,681","218,441"
Pecking House,Cantonese,40.6796443,-73.97457729999999,,4.0,0,,,
Cafe Habana,Cuban,40.722998,-73.994171,$$,4.0,10012,"12,574","110,490","180,973"
Rim Nam Thai,Thai,40.7033674860089,-73.9868891,,4.5,0,,,
TADA Korean Fried Chicken,Korean,40.71564775485656,-73.99808697776591,$$,4.5,10013,"12,294","130,675","294,915"
Otis,American (New),40.706011,-73.932598,$$$,5.0,11206,"31,489","43,065","70,179"
Lilia,Italian,40.71757,-73.95236,$$$,4.0,11211,"40,821","90,871","128,607"
San Marzano Pasta Fresca,Italian,40.727966,-73.988382,$$,4.0,10003,"25,158","129,981","211,756"
Mint Heights,Indian,40.699657772028765,-73.99217437260721,,4.5,0,,,
Mezcali,Tacos,40.70745,-74.00748,$$,4.0,10038,"10,800","95,640","155,311"
James Provisions,American (New),40.678984,-73.971489,$$$,3.5,11238,"25,443","100,568","136,836"
Fishmarket II,Malaysian,40.72835,-73.98204,,5.0,0,,,
Recette,French,40.71326399774355,-73.95637202012806,,4.5,0,,,
Bea,American (New),40.7591968,-73.9923361,$$,4.0,10036,"17,437","97,720","139,050"
Marlow & Sons,American (New),40.7106126934043,-73.9658814005443,$$$,4.0,11249,,,
Les Enfants de Boheme,French,40.7136187,-73.9888503,$$,4.5,10002,"33,790","35,607","70,204"
Dudley's,Cafes,40.71798,-73.99042,$$,4.0,10002,"33,790","35,607","70,204"
shabushabu Mayumon,Japanese,40.71434,-73.99205,,4.5,0,,,
Betty,American (New),40.71367,-73.98785,,5.0,0,,,
YunShang Rice Noodle House,Chinese,40.71525,-73.99765,$$,4.0,10013,"12,294","130,675","294,915"
Tokuyamatcha & Onigirazu Bar,Coffee & Tea,40.72399,-73.9802,$,4.5,10009,"29,356","68,220","108,017"
The Fulton by Jean-Georges,Seafood,40.705585,-74.001736,$$$,3.5,10038,"10,800","95,640","155,311"
Supper,Italian,40.72290786539601,-73.98520720537888,$$,4.0,10009,"29,356","68,220","108,017"
Sagaponack,Bars,40.740937,-73.99081,$$,4.5,10010,"16,499","139,188","214,151"
Traif,American (New),40.710658,-73.958872,$$$$,4.5,11211,"40,821","90,871","128,607"
Ugly Baby,Thai,40.67795,-73.9961,$$$,4.5,11231,"15,871","108,525","169,055"
Chote Miya,Indian,40.7034194804375,-73.9916073158383,,4.0,0,,,
Henry's End,American (New),40.6987126,-73.99263839731027,$$$,4.0,11201,"29,262","139,697","198,854"
53 NYC,Asian Fusion,40.76179318437133,-73.9780863,,4.5,0,,,
Le Crocodile,French,40.72191,-73.957873,,4.5,0,,,
Steam - Shanghai Asian Fusion,Dim Sum,40.735570389859696,-73.997784032187,,5.0,0,,,
Parker & Quinn,American (New),40.752598878505694,-73.9850713153442,$$,4.0,10018,"4,321","136,360","187,702"
OBAO,Vietnamese,40.7606544,-73.991332,$$,4.0,10036,"17,437","97,720","139,050"
La Pecora Bianca,Mediterranean,40.72346,-73.9963118,,4.0,0,,,
Pig and Khao,Filipino,40.71926,-73.98475,$$$,4.0,10002,"33,790","35,607","70,204"
OTB,American (New),40.710484,-73.963408,$$,4.5,11211,"40,821","90,871","128,607"
Barbalu - Brooklyn,Italian,40.68675727907743,-73.99101547782092,,4.5,0,,,
Tutt  Heights,Middle Eastern,40.70021198326452,-73.99331599999907,$,4.0,11201,"29,262","139,697","198,854"
Kaoru,Japanese,40.75202,-73.96977,$$,4.5,10017,"9,858","130,417","184,005"
Wan Wan,Thai,40.7218,-73.99643,,4.5,0,,,
Five Senses,Korean,40.747573158626,-73.9863122632311,$$,4.0,10001,,,
Ruby's Cafe,Burgers,40.7223288,-73.996326,$$,4.0,10012,"12,574","110,490","180,973"
Alta,Tapas Bars,40.7345163811398,-73.9983369619683,$$$,4.0,10011,"28,775","136,208","210,553"
Top Thai Vintage,Thai,40.729907419973344,-74.00421380395268,$$,4.5,10014,"17,139","136,154","217,624"
nonono,Izakaya,40.74545,-73.98499,$$$,4.0,10016,"29,005","124,647","181,643"
Sama Street,Cocktail Bars,40.7328843,-73.9545232327229,$$,4.5,11222,"17,941","96,435","122,507"
Da Long Yi Hot Pot,Hot Pot,40.716557,-73.996583,$$$,4.5,10013,"12,294","130,675","294,915"
The Smith,American (New),40.74424,-73.98878,$$$,4.0,10010,"16,499","139,188","214,151"
Mao Mao,Thai,40.69583,-73.933508,$$,4.0,11221,"33,067","65,548","88,596"
Tsurutontan Udon Noodle Brasserie,Japanese,40.73678,-73.9910699,$$,4.0,10003,"25,158","129,981","211,756"
Clinton Street Baking Company,Bakeries,40.721128,-73.983933,$$,4.0,10002,"33,790","35,607","70,204"
Curry House,Malaysian,40.7147043540403,-73.99770502336152,,4.5,0,,,
Tara Rose,Cocktail Bars,40.74179566099217,-73.9812332883433,$$,4.5,10016,"29,005","124,647","181,643"
Hole In The Wall,Breakfast & Brunch,40.70838968823975,-74.00578177901109,$$,4.0,10038,"10,800","95,640","155,311"
C as in Charlie,Korean,40.72545,-73.99269,,5.0,0,,,
Madre,American (New),40.73311,-73.95798,$$$,4.5,11222,"17,941","96,435","122,507"
Bonnie's,Cantonese,40.71783,-73.94651,,3.5,0,,,
Colonia Verde,Latin American,40.6897354125977,-73.970703125,$$,4.0,11205,"16,779","62,952","104,376"
Four Four South Village,Taiwanese,40.728920411124825,-73.9898209,$$,4.0,10003,"25,158","129,981","211,756"
Cathédrale Restaurant,French,40.731616260076336,-73.98947915459632,$$$$,4.0,10003,"25,158","129,981","211,756"
Noods n’ Chill,Thai,40.71194,-73.96121,$$,4.0,11211,"40,821","90,871","128,607"
La Lanterna Di Vittorio,Italian,40.73069,-74.00015,$$,4.0,10012,"12,574","110,490","180,973"
Valerie,American (New),40.756326,-73.981117,$$,4.5,10036,"17,437","97,720","139,050"
Wayan,Indonesian,40.7213813139202,-73.9950757664721,$$$,4.0,10012,"12,574","110,490","180,973"
Da Claudio,Italian,40.71087,-74.00753,$$,4.0,10038,"10,800","95,640","155,311"
L'Accolade,French,40.732484,-74.003915,$$,4.5,10014,"17,139","136,154","217,624"
Taqueria Ramirez,Mexican,40.72787613641973,-73.95699203025863,$$,4.5,11222,"17,941","96,435","122,507"
Nami Nori,Sushi Bars,40.71913964537471,-73.95284072719873,$$$,4.5,11211,"40,821","90,871","128,607"
Douska,Sushi Bars,40.7191369,-73.9908998,,4.5,0,,,
Aoi Kitchen,Izakaya,40.72683167,-73.98754333,$$,4.0,10003,"25,158","129,981","211,756"
5ive Spice,Vietnamese,40.681442,-73.977241,$$,4.5,11217,"18,627","122,598","182,618"
The View at The Battery,American (New),40.70149227783108,-74.01507023377017,$$,4.0,10004,"1,822","204,949","325,028"
Fong On,Chinese,40.71417,-73.9937,$,4.5,10002,"33,790","35,607","70,204"
Bohemian Restaurant,Japanese,40.72639,-73.99236,$$$,4.5,10012,"12,574","110,490","180,973"
Los Tacos No.1,Tacos,40.7422546402357,-74.0059581,$$,4.5,10011,"28,775","136,208","210,553"
Mom's Kitchen & Bar,Comfort Food,40.76247,-73.9901,$$,4.5,10019,"27,340","101,651","177,809"
Colonie,Breakfast & Brunch,40.6909,-73.9958,$$$,4.0,11201,"29,262","139,697","198,854"
Peter Luger,Steakhouses,40.709945,-73.962478,$$$$,4.0,11211,"40,821","90,871","128,607"
Jajaja Mexicana,Mexican,40.71419,-73.99041,$$,4.5,10002,"33,790","35,607","70,204"
White Tiger Tavern,Korean,40.6934707,-73.96738289999999,,4.5,0,,,
ICHIRAN - Times Square,Ramen,40.7600737531204,-73.9833259411037,$$,4.5,10019,"27,340","101,651","177,809"
Izakaya Juraku,Bars,40.7196796287355,-73.9887088537216,$$,4.5,10002,"33,790","35,607","70,204"
Santa Fe BK,New Mexican Cuisine,40.718101199815685,-73.95677762208928,,5.0,0,,,
Sushi Lab,Japanese,40.758489034780425,-73.98320701370044,,4.0,0,,,
3 Times,Dim Sum,40.703438,-74.010705,$$,4.0,10004,"1,822","204,949","325,028"
BOM with the Wind,Cocktail Bars,40.68597,-73.9732,,4.5,0,,,
Gai Kitchen,Thai,40.717189594947605,-73.9972861,,5.0,0,,,
Pineapple Club,Cocktail Bars,40.725381,-73.983189,$$$,4.5,10009,"29,356","68,220","108,017"
Davelle,Japanese,40.71852,-73.98605,$$,4.0,10002,"33,790","35,607","70,204"
Okonomi,Japanese,40.712622,-73.9487843,$$,4.5,11211,"40,821","90,871","128,607"
Locanda Verde,Italian,40.7198601300801,-74.010039072422,$$$,4.0,10013,"12,294","130,675","294,915"
Ursula BK,New Mexican Cuisine,40.67274701896375,-73.9548334,$$,4.5,11216,"25,771","77,343","108,890"
Kogane Ramen-Brooklyn Heights,Ramen,40.698605,-73.992668,$$,4.0,11201,"29,262","139,697","198,854"
The Bao,Shanghainese,40.72939,-73.9889199,$$,4.0,10003,"25,158","129,981","211,756"
Jajaja Mexicana,Mexican,40.72013828895136,-73.96157921170422,$$,4.5,11249,,,
Nón Lá,Vietnamese,40.725287,-73.987563,$$,4.5,10003,"25,158","129,981","211,756"
Landhaus,Sandwiches,40.7043648,-73.9933243,,4.0,0,,,
Boucherie West Village,French,40.733063,-74.0028772,$$$,4.5,10014,"17,139","136,154","217,624"
Xi'an Famous Foods,Chinese,40.715082,-73.997342,$$,4.0,10013,"12,294","130,675","294,915"
Place des Fêtes,Wine Bars,40.68691,-73.96289,,4.5,0,,,
Mareluna,Italian,40.726843,-74.0019013,,5.0,0,,,
The Wren,Bars,40.7263350655,-73.9920476876,$$,4.0,10012,"12,574","110,490","180,973"
Gran Electrica,Mexican,40.7027,-73.99314,$$,3.5,11201,"29,262","139,697","198,854"
Gran Electrica,Mexican,40.7027,-73.99314,$$,3.5,11201,"29,262","139,697","198,854"
Rosie's,Mexican,40.72492,-73.99079,$$,4.0,10003,"25,158","129,981","211,756"
Esme,American (New),40.73322607409529,-73.95492695812946,$$,4.5,11222,"17,941","96,435","122,507"
Silky Kitchen,Chinese,40.73297,-73.98829,$$,4.5,10003,"25,158","129,981","211,756"
House of Joy,Dim Sum,40.71510354400104,-73.998459,$$,4.0,10013,"12,294","130,675","294,915"
Coppelia,Cuban,40.7389111700125,-73.9999985153443,$$,4.0,10011,"28,775","136,208","210,553"
Soba-ya,Japanese,40.72965,-73.9878899,$$,4.0,10003,"25,158","129,981","211,756"
Banter,Breakfast & Brunch,40.72787,-74.0010999,$$,4.5,10012,"12,574","110,490","180,973"
Red Hook Tavern,American (Traditional),40.67788,-74.01209,$$$,4.0,11231,"15,871","108,525","169,055"
& Sons,Wine Bars,40.66161,-73.95348,,4.5,0,,,
Brooklyn Noosh,Persian/Iranian,40.680244,-73.961223,,4.5,0,,,
Piccola Cucina Uptown,Sicilian,40.763174,-73.969046,,4.5,0,,,
Chi Restaurant & Bar,Chinese,40.75547,-73.99439,,4.5,0,,,
The Grey Dog - Union Square,Coffee & Tea,40.733828,-73.993052,$$,4.0,10003,"25,158","129,981","211,756"
Honest,Indian,40.72887,-74.00082,$$,4.5,10012,"12,574","110,490","180,973"
PMF Pardon My French,French,40.72473,-73.98115,$$,4.0,10009,"29,356","68,220","108,017"
Gersi,Italian,40.683438,-73.995711,$$,4.5,11231,"15,871","108,525","169,055"
Clark's Restaurant,Diners,40.69740294105,-73.993250079407,$$,4.0,11201,"29,262","139,697","198,854"
Suzume,Filipino,40.7131652,-73.9494479,$$,4.0,11211,"40,821","90,871","128,607"
Gus’s Chop House,Modern European,40.68348,-73.99929,,4.5,0,,,
Momoya SoHo,Sushi Bars,40.72349,-73.99579,,4.0,0,,,
Blue Ribbon Brasserie - SoHo,American (Traditional),40.725456,-74.003027,$$$,4.5,10012,"12,574","110,490","180,973"
GunBae Tribeca,Korean,40.714683,-74.010223,$$,4.0,10007,"2,940","250,000+","409,624"
Balaboosta,Mediterranean,40.73769,-74.00584,,4.0,0,,,
Bunny,Turkish,40.68202,-73.94977,,4.5,0,,,
Barn Joo 35,Korean,40.74964,-73.98582,$$,4.0,10001,,,
Three Roosters,Thai,40.71474,-73.9983,,4.5,0,,,
The Mayfly,American (Traditional),40.72152,-73.98462,,4.5,0,,,
Ci Siamo,Italian,40.75240549384363,-73.9982864846782,$$$,4.5,10001,,,
Clinton St. Baking Company,Breakfast & Brunch,40.703717,-73.991773,$$,3.5,11201,"29,262","139,697","198,854"
Yakiniku West,Japanese,40.72965099486931,-73.98855901656697,$$,4.0,10003,"25,158","129,981","211,756"
ÇKA KA QËLLU,Modern European,40.74469,-73.98184,,4.5,0,,,
Silver Factory,Korean,40.709227,-73.958598,$$,4.5,11211,"40,821","90,871","128,607"
Ferdi,Italian,40.72995,-74.00449,,5.0,0,,,
Taiwan Pork Chop House,Taiwanese,40.71429,-73.99798,$,4.0,10013,"12,294","130,675","294,915"
Tanner Smiths,Cocktail Bars,40.76442,-73.98169,$$,4.5,10019,"27,340","101,651","177,809"
Llama Inn,Peruvian,40.71672,-73.95051,$$$,4.0,11211,"40,821","90,871","128,607"
Breakroom,Burgers,40.7166907225542,-73.9999440120647,$$,4.5,10013,"12,294","130,675","294,915"
ICHIRAN Midtown,Ramen,40.74839,-73.99062,$$,4.0,10001,,,
Hey Thai,Thai,40.70738902413635,-74.00523698907823,,4.5,0,,,
Bird Dog,Southern,40.733983,-74.006549,,4.5,0,,,
The Greek,Greek,40.72403160851802,-74.01044800203925,$$$,4.5,10013,"12,294","130,675","294,915"
Sauced,Wine Bars,40.7126701394003,-73.9623194526208,,4.0,0,,,
Mister Dips,Wine Bars,40.70564132341565,-74.00205276205709,$,4.0,10038,"10,800","95,640","155,311"
Awesum Dimsum,Dim Sum,40.7388534,-73.98367370212858,$$,4.5,10010,"16,499","139,188","214,151"
Pommes Frites,Belgian,40.730022,-74.000152,$,4.5,10012,"12,574","110,490","180,973"
Kabisera,Coffee & Tea,40.720907,-73.989913,$$,4.5,10002,"33,790","35,607","70,204"
Rosemary’s,Italian,40.73512,-73.97965,$$$,4.0,10010,"16,499","139,188","214,151"
Kiki's,Greek,40.7144971858255,-73.9918553931336,$$,4.0,10002,"33,790","35,607","70,204"
June,Wine Bars,40.68606512542637,-73.99388911165558,$$,4.0,11201,"29,262","139,697","198,854"
La Chilaquería - New York,Mexican,40.746995,-73.992207,,5.0,0,,,
Katz's Delicatessen,Delis,40.722237,-73.9875259,$$,4.0,10002,"33,790","35,607","70,204"
Lil Chef Mama,Thai,40.708453,-74.005321,$$,4.5,10038,"10,800","95,640","155,311"
Kabisera,Filipino,40.71897,-74.00102,,4.5,0,,,
ACRE,Breakfast & Brunch,40.72633,-73.95471,$$,4.5,11222,"17,941","96,435","122,507"
Dollar Hits - New York,Filipino,40.746298,-73.900082,$,4.5,11377,"31,601","59,910","79,252"
Red Hook Lobster Pound,Seafood,40.6797687107191,-74.0103686973453,$$,4.0,11231,"15,871","108,525","169,055"
Cafe Mogador,Moroccan,40.727258767439,-73.9845085144043,$$,4.0,10009,"29,356","68,220","108,017"
Pips,Seafood,40.690902,-73.995738,,4.0,0,,,
Hanoi House,Vietnamese,40.727066,-73.983505,$$,4.0,10009,"29,356","68,220","108,017"
Electric Lemon,American (New),40.754553,-74.002057,$$$,3.5,10001,,,
Dutch Freds,Cocktail Bars,40.760835,-73.987823,$$,4.5,10036,"17,437","97,720","139,050"
Xolo,Mexican,40.71153,-73.96761,,4.5,0,,,
LĒNA,French,40.719135,-73.991758,$$,4.5,10002,"33,790","35,607","70,204"
Montesacro Pinseria Brooklyn,Italian,40.71338,-73.95136,$$,4.5,11211,"40,821","90,871","128,607"
Khe-Yo,Laotian,40.716906,-74.008587,$$,4.0,10013,"12,294","130,675","294,915"
Glin Thai Bistro,Thai,40.69315,-73.97328,,5.0,0,,,
Vanessa's Dumpling House,Chinese,40.71839,-73.9917399,$,4.0,10002,"33,790","35,607","70,204"
The Rusty Face,Mediterranean,40.71418787933165,-73.96078337251589,,4.5,0,,,
Jajaja Mexicana,Mexican,40.72979,-74.00455,$$,4.5,10014,"17,139","136,154","217,624"
R17,Cocktail Bars,40.70634,-74.00383,$$,3.5,10038,"10,800","95,640","155,311"
Cheli,Shanghainese,40.72925,-73.9886,,4.0,0,,,
The Good Fork Pub,Pubs,40.67599,-74.01432,$$,4.0,11231,"15,871","108,525","169,055"
Big Tiny,Wine Bars,40.6834507,-73.992855,$$,4.5,11231,"15,871","108,525","169,055"
Mels,Pizza,40.74303,-74.00779,,4.5,0,,,
Top Thai Greenwich,Thai,40.729771,-73.999392,$$,4.5,10012,"12,574","110,490","180,973"
Birdies Hot Chicken,Chicken Shop,40.7118,-73.94108,$$,4.5,11206,"31,489","43,065","70,179"
Boucherie Union Square,Steakhouses,40.73725824850519,-73.9882252705524,$$$,4.5,10003,"25,158","129,981","211,756"
Jajaja Mexicana,Mexican,40.75264793272132,-73.99981519174997,,4.5,0,,,
DunHuang Miss Noodles,Chinese,40.693868137768895,-73.9634565145772,,4.0,0,,,
Popina,Southern,40.687361962701,-74.0014251909241,$$,4.5,11231,"15,871","108,525","169,055"
BCD Tofu House,Korean,40.747509,-73.986079,$$,4.0,10001,,,
Dim Sum Palace,Dim Sum,40.76015,-73.9893699,$$,4.0,10036,"17,437","97,720","139,050"
Westville Chelsea,American (New),40.73956,-73.99918,$$,4.0,10011,"28,775","136,208","210,553"
Beauty & Essex,American (New),40.720434786101286,-73.98686057623863,$$$,4.0,10002,"33,790","35,607","70,204"
Rosalu Diner,Diners,40.69004,-73.96538,,4.0,0,,,
Hillstone Restaurant,Sushi Bars,40.758352,-73.969112,$$$,4.0,10022,,,
Chez Ma Tante,American (New),40.7268966108951,-73.95740360609793,$$,4.5,11222,"17,941","96,435","122,507"
Hometown Hotpot & BBQ,Hot Pot,40.71931,-73.99689,$$$,4.0,10013,"12,294","130,675","294,915"
Fatta Mano,Italian,40.62417577577335,-74.03055868559568,,4.5,0,,,
Hak Box,Dim Sum,40.714,-73.99439,$,4.5,10002,"33,790","35,607","70,204"
Tonchin,Ramen,40.7502727,-73.9844951,$$,4.5,10018,"4,321","136,360","187,702"
Kokomo,Caribbean,40.721985,-73.959706,$$,4.0,11249,,,
Textbook,Coffee & Tea,40.6897156496454,-73.97775542543114,,4.5,0,,,
Magdalene,Lebanese,40.71252,-73.94899,$$,4.5,11211,"40,821","90,871","128,607"
Olmsted,American (New),40.67713,-73.96869,$$$,4.0,11238,"25,443","100,568","136,836"
Luke's Lobster FiDi,Seafood,40.7046213003984,-74.0107793876969,$$,4.5,10004,"1,822","204,949","325,028"
Sushi Gallery,Sushi Bars,40.6975970682387,-73.9933660828876,$$,4.5,11201,"29,262","139,697","198,854"
Prime Meat Rokko,Japanese,40.76497010727244,-73.98807987570763,,4.5,0,,,
Agi's Counter,Hungarian,40.67,-73.95837,,4.5,0,,,
Seeds & Weeds,French,40.70659,-74.00266,,4.5,0,,,
Barrio Chino,Mexican,40.718022,-73.990026,$$,4.0,10002,"33,790","35,607","70,204"
Ozakaya,Izakaya,40.67807,-73.96851,,4.0,0,,,
Maison Kintaro,Japanese,40.74746583338948,-74.00104785354299,,4.5,0,,,
Sky 55 Bar & Grill,Bars,40.703234,-74.008687,$$,4.0,10041,,,
Bokki Seoul Food,Korean,40.69278448368199,-73.98827794662675,,4.0,0,,,
Nai Tapas Bar,Tapas/Small Plates,40.726568148550406,-73.98890549678106,$$$,4.5,10009,"29,356","68,220","108,017"
Cool World,American (New),40.72355,-73.95182,,4.5,0,,,
Veselka,Diners,40.729036,-73.98712,$$,4.0,10003,"25,158","129,981","211,756"
A Pasta Bar,Italian,40.72229,-74.00403,$$$,4.0,10013,"12,294","130,675","294,915"
Anejo Tribeca,Mexican,40.71931499731559,-74.00427174111186,$$,4.0,10013,"12,294","130,675","294,915"
Yakiniku Toraji,Barbeque,40.75105,-73.97278,,4.5,0,,,
21 Greenpoint,American (New),40.72978,-73.95992,$$$,4.0,11222,"17,941","96,435","122,507"
Fort Defiance,American (New),40.67719,-74.01291,$$,4.0,11231,"15,871","108,525","169,055"
Diner,Diners,40.71069,-73.96559,$$,4.0,11249,,,
Mr Mista Oh,Korean,40.74324,-73.99123,$$,4.5,10010,"16,499","139,188","214,151"
Pilot,Cocktail Bars,40.693856933541646,-74.00308873784124,$$$,4.0,11201,"29,262","139,697","198,854"
WAU,Malaysian,40.78448,-73.97776,$$,4.0,10024,"28,850","137,126","267,771"
Howling Jeng Pop up Location,Hong Kong Style Cafe,40.72467,-73.95117,,5.0,0,,,
Don Wagyu,Japanese,40.76234,-73.996759,,4.0,0,,,
Galli,Italian,40.72161,-74.00127,$$,4.0,10013,"12,294","130,675","294,915"
